NAZ_OBEC,KOD_LAU1,NAZ_LAU1,KOD_CZNUTS3,NAZ_CZNUTS3
Hrubčice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Hvozd,CZ0713,Prostějov,CZ071,Olomoucký kraj
Ivaň,CZ0713,Prostějov,CZ071,Olomoucký kraj
Jesenec,CZ0713,Prostějov,CZ071,Olomoucký kraj
Kladky,CZ0713,Prostějov,CZ071,Olomoucký kraj
Klenovice na Hané,CZ0713,Prostějov,CZ071,Olomoucký kraj
Klopotovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Konice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Konice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Kostelec na Hané,CZ0713,Prostějov,CZ071,Olomoucký kraj
Koválovice-Osíčany,CZ0713,Prostějov,CZ071,Olomoucký kraj
Kralice na Hané,CZ0713,Prostějov,CZ071,Olomoucký kraj
Krumsín,CZ0713,Prostějov,CZ071,Olomoucký kraj
Laškov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Lešany,CZ0713,Prostějov,CZ071,Olomoucký kraj
Lipová,CZ0713,Prostějov,CZ071,Olomoucký kraj
Ludmírov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Malé Hradisko,CZ0713,Prostějov,CZ071,Olomoucký kraj
Mořice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Mostkovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Myslejovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Němčice nad Hanou,CZ0713,Prostějov,CZ071,Olomoucký kraj
Nezamyslice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Niva,CZ0713,Prostějov,CZ071,Olomoucký kraj
Obědkovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Ohrozim,CZ0713,Prostějov,CZ071,Olomoucký kraj
Ochoz,CZ0713,Prostějov,CZ071,Olomoucký kraj
Olšany u Prostějova,CZ0713,Prostějov,CZ071,Olomoucký kraj
Ondratice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Otaslavice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Otinoves,CZ0713,Prostějov,CZ071,Olomoucký kraj
Pěnčín,CZ0713,Prostějov,CZ071,Olomoucký kraj
Pivín,CZ0713,Prostějov,CZ071,Olomoucký kraj
Plumlov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Prostějovičky,CZ0713,Prostějov,CZ071,Olomoucký kraj
Protivanov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Přemyslovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Ptení,CZ0713,Prostějov,CZ071,Olomoucký kraj
Raková u Konice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Rakůvka,CZ0713,Prostějov,CZ071,Olomoucký kraj
Rozstání,CZ0713,Prostějov,CZ071,Olomoucký kraj
Skalka,CZ0713,Prostějov,CZ071,Olomoucký kraj
Skřípov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Slatinky,CZ0713,Prostějov,CZ071,Olomoucký kraj
Smržice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Srbce,CZ0713,Prostějov,CZ071,Olomoucký kraj
Stařechovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Stínava,CZ0713,Prostějov,CZ071,Olomoucký kraj
Stínava,CZ0713,Prostějov,CZ071,Olomoucký kraj
Stražisko,CZ0713,Prostějov,CZ071,Olomoucký kraj
Suchdol,CZ0713,Prostějov,CZ071,Olomoucký kraj
Šubířov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Tištín,CZ0713,Prostějov,CZ071,Olomoucký kraj
Tvorovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Určice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Víceměřice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Vícov,CZ0713,Prostějov,CZ071,Olomoucký kraj
Vitčice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Vranovice-Kelčice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Vrbátky,CZ0713,Prostějov,CZ071,Olomoucký kraj
Vrchoslavice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Vřesovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Výšovice,CZ0713,Prostějov,CZ071,Olomoucký kraj
Zdětín,CZ0713,Prostějov,CZ071,Olomoucký kraj
Želeč,CZ0713,Prostějov,CZ071,Olomoucký kraj
Třebíč,CZ0634,Třebíč,CZ063,Kraj Vysočina
Babice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Bačice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Benetice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Biskupice-Pulkov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Blatnice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Bochovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Bransouze,CZ0634,Třebíč,CZ063,Kraj Vysočina
Brtnička,CZ0632,Jihlava,CZ063,Kraj Vysočina
Březník,CZ0634,Třebíč,CZ063,Kraj Vysočina
Budišov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Budkov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Cidlina,CZ0634,Třebíč,CZ063,Kraj Vysočina
Čáslavice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Čechočovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Čechtín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Červená Lhota,CZ0634,Třebíč,CZ063,Kraj Vysočina
Číhalín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Číchov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Čikov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Číměř,CZ0634,Třebíč,CZ063,Kraj Vysočina
Dalešice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Dědice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Dešov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Dolní Vilémovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Domamil,CZ0634,Třebíč,CZ063,Kraj Vysočina
Dukovany,CZ0634,Třebíč,CZ063,Kraj Vysočina
Hartvíkovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Heraltice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Hluboké,CZ0634,Třebíč,CZ063,Kraj Vysočina
Hodov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Horní Heřmanice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Horní Újezd,CZ0634,Třebíč,CZ063,Kraj Vysočina
Horní Vilémovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Hornice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Hrotovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Hrutov,CZ0632,Jihlava,CZ063,Kraj Vysočina
Hvězdoňovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Chlístov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Chlum,CZ0634,Třebíč,CZ063,Kraj Vysočina
Jakubov u Moravských Budějovic,CZ0634,Třebíč,CZ063,Kraj Vysočina
Jaroměřice nad Rokytnou,CZ0634,Třebíč,CZ063,Kraj Vysočina
Jasenice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Jemnice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Jemnice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Jinošov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kamenná,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kdousov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kladeruby nad Oslavou,CZ0634,Třebíč,CZ063,Kraj Vysočina
Klučov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kněžice,CZ0632,Jihlava,CZ063,Kraj Vysočina
Kojatice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kojetice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Komárovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Koněšín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kostníky,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kouty,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kozlany,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kralice nad Oslavou,CZ0634,Třebíč,CZ063,Kraj Vysočina
Kramolín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Krhov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Krokočín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Lesná,CZ0634,Třebíč,CZ063,Kraj Vysočina
Lesní Jakubov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Lesonice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Lhánice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Lipník,CZ0634,Třebíč,CZ063,Kraj Vysočina
Litovany,CZ0634,Třebíč,CZ063,Kraj Vysočina
Loukovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Markvartice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Mastník,CZ0634,Třebíč,CZ063,Kraj Vysočina
Meziříčko,CZ0634,Třebíč,CZ063,Kraj Vysočina
Mikulovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Mladoňovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Mohelno,CZ0634,Třebíč,CZ063,Kraj Vysočina
Moravské Budějovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Myslibořice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Náměšť nad Oslavou,CZ0634,Třebíč,CZ063,Kraj Vysočina
Nárameč,CZ0634,Třebíč,CZ063,Kraj Vysočina
Nimpšov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Nová Ves,CZ0634,Třebíč,CZ063,Kraj Vysočina
Nové Syrovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Nový Telečkov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Odunec,CZ0634,Třebíč,CZ063,Kraj Vysočina
Okarec,CZ0634,Třebíč,CZ063,Kraj Vysočina
Okříšky,CZ0634,Třebíč,CZ063,Kraj Vysočina
Opatov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Oponešice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Ostašov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Petrovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Petrůvky,CZ0634,Třebíč,CZ063,Kraj Vysočina
Police,CZ0634,Třebíč,CZ063,Kraj Vysočina
Popůvky,CZ0634,Třebíč,CZ063,Kraj Vysočina
Pozďatín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Přeckov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Předín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Přešovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Přibyslavice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Pucov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Pyšel,CZ0634,Třebíč,CZ063,Kraj Vysočina
Račice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Radkovice u Hrotovic,CZ0634,Třebíč,CZ063,Kraj Vysočina
Radonín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Radošov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Rapotice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Rohy,CZ0634,Třebíč,CZ063,Kraj Vysočina
Rokytnice nad Rokytnou,CZ0634,Třebíč,CZ063,Kraj Vysočina
Rouchovany,CZ0634,Třebíč,CZ063,Kraj Vysočina
Rudíkov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Římov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Senorady,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj
Slavětice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Slavičky,CZ0634,Třebíč,CZ063,Kraj Vysočina
Smrk,CZ0634,Třebíč,CZ063,Kraj Vysočina
Stařeč,CZ0634,Třebíč,CZ063,Kraj Vysočina
Studenec,CZ0634,Třebíč,CZ063,Kraj Vysočina
Studnice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Sudice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Svatoslav,CZ0634,Třebíč,CZ063,Kraj Vysočina
Šebkovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Štěměchy,CZ0634,Třebíč,CZ063,Kraj Vysočina
Štěpkov,CZ0634,Třebíč,CZ063,Kraj Vysočina
Tasov,CZ0635,Žďár nad Sázavou,CZ063,Kraj Vysočina
Trnava,CZ0634,Třebíč,CZ063,Kraj Vysočina
Třebelovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Třebenice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Valeč,CZ0634,Třebíč,CZ063,Kraj Vysočina
Vladislav,CZ0634,Třebíč,CZ063,Kraj Vysočina
Vlčatín,CZ0634,Třebíč,CZ063,Kraj Vysočina
Výčapy,CZ0634,Třebíč,CZ063,Kraj Vysočina
Zahrádka,CZ0634,Třebíč,CZ063,Kraj Vysočina
Zárubice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Zašovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Zvěrkovice,CZ0634,Třebíč,CZ063,Kraj Vysočina
Želetava,CZ0634,Třebíč,CZ063,Kraj Vysočina
Uherské Hradiště,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Babice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Bánov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Bílovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Bojkovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Boršice u Blatnice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Boršice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Břestek,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Březolupy,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Březová,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Buchlovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Bystřice pod Lopeníkem,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Částkov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Dolní Němčí,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Drslavice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Hluk,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Horní Němčí,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Hostějov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Hradčovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Huštěnovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Jalubí,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Jankovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Kelníky,CZ0724,Zlín,CZ072,Zlínský kraj
Kněžpole,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Komňa,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Korytná,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Kostelany nad Moravou,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Košíky,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Kudlovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Lopeník,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Medlovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Mistřice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Mistřice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Modrá,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Nedachlebice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Nedakonice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Nezdenice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Nivnice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Ořechov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Ostrožská Lhota,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Ostrožská Nová Ves,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Osvětimany,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Pašovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Pitín,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Podolí,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Polešovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Popovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Prakšice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Rudice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Salaš,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Slavkov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Staré Hutě,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Starý Hrozenkov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Strání,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Stříbrnice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Stupava,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Suchá Loz,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Sušice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Svárov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Šumice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Topolná,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Traplice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Tučapy,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Tupesy,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Uherský Brod,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Uherský Ostroh,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Újezdec,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Vápenice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Vážany,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Velehrad,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Veletiny,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Vlčnov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Vyškovec,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Záhorovice,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Zlámanec,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Zlechov,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Žítková,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj
Vyškov,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Bohaté Málkovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Bohdalice-Pavlovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Bohdalice-Pavlovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Bošovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Brankovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Březina,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Bučovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Dětkovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Dobročkovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Dražovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Drnovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Drysice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Habrovany,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Hlubočany,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Hodějice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Hostěrádky-Rešov,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Hoštice-Heroltice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Hrušky,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Hvězdlice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Chvalkovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Ivanovice na Hané,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Ježkovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Kobeřice u Brna,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Kojátky,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Komořany,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Kožušice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Krásensko,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Krásensko,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Křenovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Křižanovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Křižanovice u Vyškova,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Kučerov,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Letonice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Lovčičky,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Luleč,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Lysovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Malínky,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Milešovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Milonice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Moravské Málkovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Mouchnice,CZ0645,Hodonín,CZ064,Jihomoravský kraj
Němčany,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Nemochovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Nemojany,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Nemotice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Nesovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Nevojice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Nížkovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Nové Sady,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Orlovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Otnice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Podivice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Prusy-Boškůvky,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Pustiměř,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Račice-Pístovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Radslavice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Rašovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Rousínov,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Ruprechtov,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Slavkov u Brna,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Snovídky,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Studnice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Šaratice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Švábenice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Topolany,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Tučapy,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Vážany,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Vážany nad Litavou,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Velešovice,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Zbýšov,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Zelená Hora,CZ0646,Vyškov,CZ064,Jihomoravský kraj
Znojmo,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Bantice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Běhařovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Bezkov,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Bítov,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Blanné,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Blížkovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Bohutice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Bojanovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Borotice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Boskovštejn,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Božice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Branišovice,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj
Břežany,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Citonice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Ctidružice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Čejkovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Čermákovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Černín,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Damnice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Dobelice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Dobřínsko,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Dolenice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Dolní Dubňany,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Dyjákovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Dyjákovičky,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Dyje,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Džbánice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Grešlové Mýto,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Havraníky,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hevlín,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hluboké Mašůvky,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hnanice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hodonice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Horní Břečkov,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Horní Dubňany,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Horní Dunajovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Horní Kounice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hostěradice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hostim,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hrabětice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hrádek,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Hrušovany nad Jevišovkou,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Chvalatice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Chvalovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Jamolice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Jaroslavice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Jevišovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Jezeřany-Maršovice,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Jiřice u Miroslavi,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Kadov,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Korolupy,CZ0647,Znojmo,CZ064,Jihomoravský kraj
Kravsko,CZ0647,Znojmo,CZ064,Jihomoravský kraj
